subject_id,chapter_id,unit_id,subtopic_id,difficulty,question_type,question_text,option_a,option_b,option_c,option_d,answer,explanation,more_explanation,correct_option,difficulty_score,answer_type,concept_tested,question_archetype,exam_level,source_type,tags,estimated_time_sec,marks,negative_marks,bloom_level,chapter_weightage,exam_relevance,pyq_inspired,pyq_exam,pyq_year,pyq_topic,status,version,is_verified,reviewed_by,review_date,image_required,has_diagram,latex_required,language,question_image_url,solution_image_url,question_code,subject_name,unit_name,chapter_name,subtopic_name,set_no
,,,,Foundation,MCQ,Which of the following physical quantities is a vector quantity?,Speed,Distance,Displacement,Time,"Displacement is a vector because it has both magnitude and direction; speed, distance and time are scalars.","A vector quantity has both magnitude and direction. Displacement specifies the change in position along with direction, so it is a vector. Distance is the total path length traveled and has only magnitude (scalar). Speed is the rate of change of distance and is scalar. Time is a scalar quantity measuring duration. Therefore displacement (option C) is the only vector among the choices.","In kinematics, displacement is often represented by an arrow from initial to final position; its magnitude is the straight-line distance between the two points and its direction indicates orientation. Velocity is the vector counterpart of speed; similarly, displacement is the vector counterpart of distance.",C,1,Single Correct,Identification of vector and scalar quantities,Definition/Conceptual,JEE Main + Advanced,AI Generated,"vectors,scalars,kinematics,displacement",45,4,-1,Understand,1,High,False,,,,Draft,1.0,False,,,False,False,False,English,,,P1_CH1_ST4_S1_Q711,Physics,P1,CH1,ST4,S1
,,,,Foundation,MCQ,A car starts from rest and moves in a straight line with a constant acceleration of 2 m/s^2. What is the speed of the car after 3 s?,6 m/s,3 m/s,2 m/s,9 m/s,"Use v = u + at: u = 0, a = 2 m/s^2, t = 3 s → v = 0 + 2×3 = 6 m/s.","For motion with constant acceleration, final speed v is given by v = u + at where u is initial speed, a is acceleration and t is time. Here the car starts from rest so u = 0. Substituting a = 2 m/s^2 and t = 3 s gives v = 0 + 2×3 = 6 m/s. Option B (3 m/s) could arise from halving the product (arithmetic error). Option C (2 m/s) confuses acceleration with speed (conceptual error). Option D (9 m/s) is an incorrect arithmetic result (for example adding 3 and 6 incorrectly).","Units: acceleration (m/s^2) multiplied by time (s) gives speed in m/s, consistent with the result. The simple one-step application of v = u + at is sufficient because acceleration is constant and direction is unchanged.",A,1,Single Correct,Kinematics — constant acceleration (v = u + at),Direct formula application,JEE Main + Advanced,AI Generated,"kinematics,constant acceleration,velocity,one-dimensional motion",45,4,-1,Understand,,High,False,,,,Draft,1.0,False,,,False,False,False,English,,,P1_CH1_ST4_S1_Q712,Physics,P1,CH1,ST4,S1
,,,,Foundation,MCQ,"A ball is released from rest from the top of a tower. Assuming the acceleration due to gravity g = 10 m/s^2, what is the speed of the ball after 2.0 s?",10 m/s,20 m/s,15 m/s,40 m/s,"Using v = u + at with u = 0 gives v = 10 × 2.0 = 20 m/s, so option B is correct.","For motion under constant acceleration (free fall) the velocity after time t is v = u + at. The ball is released from rest, so initial velocity u = 0. With a = g = 10 m/s^2 and t = 2.0 s, v = 0 + (10 m/s^2)(2.0 s) = 20 m/s. Option A (10 m/s) would correspond to t = 1 s. Option C (15 m/s) is the average of 0 and 30 m/s and does not apply here. Option D (40 m/s) is twice the correct value and results from an incorrect multiplication.","Additionally, the distance fallen in 2.0 s is s = ½ g t^2 = 0.5 × 10 × (2.0)^2 = 20 m. Units are consistent: acceleration (m/s^2) × time (s) gives velocity (m/s). This question tests direct application of the equation of motion for constant acceleration.",B,1,Single Correct,Kinematics: equations of motion under constant acceleration (free fall),Direct application,JEE Main + Advanced,AI Generated,"kinematics,free fall,constant acceleration,equations of motion",30,4,-1,Understanding,Low,High,False,,,,Draft,1.0,False,,,False,False,False,English,,,P1_CH1_ST4_S1_Q713,Physics,P1,CH1,ST4,S1
,,,,Foundation,MCQ,Which of the following physical quantities is a scalar?,Displacement,Velocity,Force,Electric charge,Electric charge is a scalar quantity because it has magnitude only and no direction; the other listed quantities are vectors.,"A scalar quantity is fully described by its magnitude alone, while a vector quantity requires both magnitude and direction. Displacement is a vector because it specifies the change in position with a direction. Velocity is a vector since it gives the rate of change of displacement with direction. Force is a vector because it acts in a particular direction and can change the motion of an object. Electric charge, however, is described only by its amount (positive, negative or zero) and has no associated direction; therefore it is a scalar.","Common examples of scalars include mass, charge, temperature and speed. Common vectors include displacement, velocity, acceleration and force. To identify whether a physical quantity is a scalar or vector, ask whether specifying its magnitude alone fully characterizes it (scalar) or whether direction must also be specified (vector).",D,1,Single Correct,Distinguishing between scalar and vector physical quantities,Single-concept conceptual question,JEE Main + Advanced,AI Generated,"scalars,vectors,fundamentals,kinematics",45,4,-1,Understanding,Low,High,,,,,Draft,1.0,False,,,False,False,False,English,,,P1_CH1_ST4_S1_Q714,Physics,P1,CH1,ST4,S1
,,,,Foundation,MCQ,Which of the following physical quantities is a scalar?,Velocity,Acceleration,Momentum,Mass,Mass. Mass has magnitude only and no direction; the other listed quantities are vectors.,"A scalar quantity has only magnitude and no direction, while a vector quantity has both magnitude and direction. Mass is an intrinsic measure of the amount of matter and is described solely by its magnitude — it does not have a direction, so it is a scalar. Velocity is a vector because it specifies both speed and direction of motion. Acceleration is a vector because it describes the rate of change of velocity (which includes direction). Momentum (p = mv) is also a vector since it is mass multiplied by velocity and therefore shares velocity's direction. Thus only mass is scalar among the options.","Common misconceptions: students sometimes confuse speed with velocity; speed is a scalar but velocity is a vector. Also, although mass appears without direction, quantities derived from mass multiplied by directional quantities (for example momentum) inherit direction and become vectors. Identifying whether a quantity involves direction is the key test.",D,1,Single Correct,Distinguishing scalar and vector quantities,Definition / Conceptual recognition,JEE Main + Advanced,AI Generated,"scalars,vectors,fundamentals,kinematics",45,4,-1,Remembering,Low,High,,,,,Draft,1.0,False,,,False,False,False,English,,,P1_CH1_ST4_S1_Q715,Physics,P1,CH1,ST4,S1
,,,,Foundation,MCQ,A particle moves 5 m east and then 3 m west. The magnitude of its net displacement is:,2 m,8 m,5 m,3 m,Net displacement = 5 m (east) − 3 m (west) = 2 m (east); magnitude = 2 m.,"Displacement is a vector quantity equal to the net change in position. Taking east as positive, the first displacement is +5 m and the second is −3 m. The net displacement = +5 + (−3) = +2 m, whose magnitude is 2 m. Option B (8 m) is the total distance travelled (5 + 3) and is a scalar, not the displacement. Option C (5 m) is just the first leg and ignores the return motion. Option D (3 m) is just the second leg. Therefore the correct magnitude of displacement is 2 m.","Vector addition: r_net = r1 + r2. With r1 = 5 m east and r2 = 3 m west, represent r2 as −3 m (eastward sign convention). Thus r_net = 5 − 3 = 2 m east. Magnitude removes direction, giving 2 m. This distinguishes displacement (vector) from distance (scalar).",A,1,Single Correct,Displacement vs distance; basic vector addition in one dimension,Direct application,JEE Main + Advanced,AI Generated,"kinematics,displacement,distance,vectors,foundation",45,4,-1,Understand,5%,High,No,,,,Draft,1.0,False,,,False,False,False,English,,,P1_CH1_ST4_S1_Q716,Physics,P1,CH1,ST4,S1
,,,,Foundation,MCQ,A block of mass m rests on a smooth (frictionless) horizontal table. The two forces acting on the block are its weight mg (downwards) and the normal force N (upwards). What is the net force on the block?,Zero,mg upward,mg downward,2mg upward,"Zero. The normal force equals the weight (N = mg), so the upward and downward forces cancel giving net force zero.","Vertically, the sum of forces equals mass times vertical acceleration: N - mg = m a_y. The block is at rest with no vertical acceleration (a_y = 0), therefore N - mg = 0 ⇒ N = mg. The upward normal and downward weight are equal in magnitude and opposite in direction, so their vector sum (net force) is zero. Option B (mg upward) would mean only an upward force acts which is incorrect because weight acts downward as well. Option C (mg downward) ignores the upward normal force. Option D (2mg upward) is an arithmetic or conceptual error; there is no second upward mg force. Thus only option A is correct.","This situation is an example of mechanical equilibrium in the vertical direction: when the net force is zero the object has no acceleration (Newton's first law). The frictionless nature of the surface only ensures there is no horizontal force; it does not affect the vertical balance between weight and normal reaction. If the table accelerated or was inclined, the balance would change and N would not equal mg.",A,1,Single Correct,Forces and equilibrium (normal force and weight balance),Direct concept application (static equilibrium),JEE Main + Advanced,AI Generated,"forces,equilibrium,normal force,weight,Newton's laws",45,4,-1,Remember,Low,High,False,,,,Draft,1.0,False,,,False,False,False,English,,,P1_CH1_ST4_S1_Q717,Physics,P1,CH1,ST4,S1
,,,,Foundation,MCQ,Which of the following physical quantities is a scalar?,Speed,Velocity,Acceleration,Displacement,"Speed is a scalar quantity (it has magnitude only); velocity, acceleration and displacement are vectors (they have magnitude and direction).","A scalar quantity is described completely by its magnitude alone, while a vector quantity requires both magnitude and direction. Speed gives only how fast an object is moving (e.g., 10 m/s) without specifying direction, so it is a scalar. Velocity specifies the rate of change of position with direction (e.g., 10 m/s east), so it is a vector. Acceleration indicates the rate of change of velocity and includes direction, making it a vector. Displacement gives the change in position with direction, hence it is a vector.","Common confusions: 'distance' is also a scalar (total path length), whereas 'displacement' is the shortest directed distance between initial and final positions and is a vector. The magnitude of velocity is speed; taking magnitude of a vector yields a scalar.",A,1,Single Correct,Distinguish between scalar and vector quantities,Concept identification,JEE Main + Advanced,AI Generated,"vectors,scalars,kinematics,fundamentals",30,4,-1,Remember/Understand,5%,High,False,,,,Draft,1.0,False,,,False,False,False,English,,,P1_CH1_ST4_S1_Q718,Physics,P1,CH1,ST4,S1
,,,,Foundation,MCQ,Which of the following physical quantities is a scalar?,Displacement,Velocity,Acceleration,Speed,"Speed is a scalar quantity; displacement, velocity and acceleration are vectors.","A scalar quantity is described completely by its magnitude only, while a vector quantity requires both magnitude and direction. Speed gives only how fast an object is moving (magnitude only) and does not specify direction, so it is a scalar. Displacement specifies change in position and has direction (vector). Velocity is displacement per unit time and includes direction (vector). Acceleration is rate of change of velocity and also has direction (vector). Therefore speed is the only scalar among the options.","Common confusion arises because 'speed' and 'velocity' are related: speed is the magnitude of velocity. For example, if a car moves east at 20 m/s, its speed is 20 m/s (scalar) and its velocity is 20 m/s east (vector).",D,1,Single Correct,Distinguishing scalar and vector quantities; difference between speed and velocity,Definition/Concept recognition,JEE Main + Advanced,AI Generated,"scalars,vectors,speed,velocity,acceleration,definitions",45,4,-1,Remember,,High,,,,,Draft,1.0,False,,,False,False,False,English,,,P1_CH1_ST4_S1_Q719,Physics,P1,CH1,ST4,S1
,,,,Foundation,MCQ,Which of the following physical quantities is a scalar?,Velocity,Displacement,Speed,Acceleration,Speed is a scalar quantity (has magnitude only); the others are vectors.,"A scalar quantity has only magnitude, while a vector has both magnitude and direction. Speed measures how fast an object moves and does not include direction, therefore it is a scalar. Displacement specifies a change in position with direction, velocity specifies speed with direction, and acceleration specifies change of velocity with direction; all three are vectors.",Example: A car moving east at 20 m/s has speed = 20 m/s (scalar) and velocity = 20 m/s east (vector). Average or instantaneous speed remain scalar quantities because they do not carry direction information.,C,1,Single Correct,Scalar versus vector quantities (basic kinematics),Concept recognition,JEE Main + Advanced,AI Generated,"scalars,vectors,kinematics,basic concepts",60,4,-1,Remember,Foundational,High,,,,,Draft,1.0,False,,,False,False,False,English,,,P1_CH1_ST4_S1_Q720,Physics,P1,CH1,ST4,S1
